"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4e","2022-08-26T18:57:06.593770250Z","3.9833","260822","1.2",47.7680816,8.9964246,"6","185704"
"2","eui-70b3d57ed0044a4a","2022-08-26T17:33:05.502873295Z","4.0175","260822","1.2",47.7681884,8.9964914,"7","173303"
"3","eui-70b3d57ed0044a4b","2022-08-26T17:29:33.107517553Z","4.0224","260822","2.3",47.7669219,8.9964799,"5","172931.32"
"4","eui-70b3d57ed0044a4e","2022-08-26T16:56:30.465429719Z","4.0469","260822","0.9",47.768074,8.9964637,"8","165628.06"
"5","eui-70b3d57ed0044a4a","2022-08-26T15:32:39.132329035Z","4.0566","260822","1.5",47.7681083,8.9963798,"6","153236.35"
"6","eui-70b3d57ed0044a4b","2022-08-26T15:29:11.786660128Z","4.0713","260822","1.3",47.768177,8.9964065,"5","152909.42"
"7","eui-70b3d57ed0044a4e","2022-08-26T14:56:24.948140161Z","4.0518","260822","0.9",47.768074,8.9964637,"5","145623.17"
"8","eui-70b3d57ed0044a4a","2022-08-26T13:32:23.720192315Z","4.0762","260822","1.5",47.7681083,8.9963798,"5","133221.42"
"9","eui-70b3d57ed0044a4b","2022-08-26T13:29:01.039732863Z","4.0518","260822","1.2",47.7680664,8.9964685,"7","132859"
"10","eui-70b3d57ed0044a4e","2022-08-26T12:56:09.585242344Z","4.0713","260822","0.9",47.768074,8.9964637,"7","125607.21"
"11","eui-70b3d57ed0044a4a","2022-08-26T11:32:18.699098410Z","4.086","260822","1.5",47.7681083,8.9963798,"6","113216.38"
"12","eui-70b3d57ed0044a4b","2022-08-26T11:28:18.868265438Z","4.0469","260822","1.3",47.7674942,8.9966735,"5","112816.33"
"13","eui-70b3d57ed0044a4e","2022-08-26T10:56:03.830169181Z","4.0371","260822","0.9",47.768074,8.9964637,"9","105601.25"
"14","eui-70b3d57ed0044a4a","2022-08-26T09:32:12.846961192Z","4.0615","260822","1.5",47.7679901,8.996438,"5","93210.28"
"15","eui-70b3d57ed0044a4b","2022-08-26T09:28:08.682112604Z","4.0566","260822","1.3",47.7674942,8.9966735,"6","92806.57"
"16","eui-70b3d57ed0044a4e","2022-08-26T08:55:27.252578139Z","4.0322","260822","1.7",47.7680587,8.9965314,"6","85525.28"
"17","eui-70b3d57ed0044a4a","2022-08-26T07:32:02.666205701Z","4.0127","260822","1",47.7681045,8.9964962,"8","73200.26"
"18","eui-70b3d57ed0044a4b","2022-08-26T07:28:03.545871602Z","3.9882","260822","1.1",47.7680625,8.9963912,"7","72801.36"
"19","eui-70b3d57ed0044a4e","2022-08-26T06:55:06.720578931Z","3.9931","260822","1.7",47.7680587,8.9965314,"5","65505"
"20","eui-70b3d57ed0044a4e","2022-08-26T04:54:35.777451990Z","3.954","260822","0.8",47.7680473,8.9964752,"5","45433.42"
"21","eui-70b3d57ed0044a4a","2022-08-26T03:31:31.116657447Z","3.8807","260822","1.3",47.7680931,8.9964561,"6","33129"
"22","eui-70b3d57ed0044a4b","2022-08-26T03:27:37.081026349Z","3.9002","260822","0.9",47.7680702,8.9964933,"9","32735"
"23","eui-70b3d57ed0044a4e","2022-08-26T00:54:30.293951928Z","3.9345","260822","0.8",47.7680473,8.9964752,"10","5428"
"24","eui-70b3d57ed0044a35","2022-08-25T23:52:32.535126824Z","3.6705","250822","1",47.7681732,8.9964551,"5","235230.3"
"25","eui-70b3d57ed0044a4a","2022-08-25T23:30:48.949857375Z","3.9393","250822","1.3",47.7678909,8.9964151,"5","233046.4"
"26","eui-70b3d57ed0044a4b","2022-08-25T23:27:00.197879141Z","3.9149","250822","1.7",47.7683334,8.9967479,"5","232658"
"27","eui-70b3d57ed0044a4e","2022-08-25T22:53:48.324199069Z","3.954","250822","1.1",47.7681198,8.9964733,"5","225346.55"
"28","eui-70b3d57ed0044a4a","2022-08-25T21:30:38.770347209Z","3.998","250822","1.3",47.7678909,8.9964151,"5","213036.41"
"29","eui-70b3d57ed0044a4b","2022-08-25T21:26:23.654457882Z","3.9638","250822","1.9",47.767929,8.9960899,"5","212622"
"30","eui-70b3d57ed0044a4e","2022-08-25T20:53:32.991854732Z","4.0029","250822","1.1",47.7681198,8.9964733,"7","205330.61"
"31","eui-70b3d57ed0044a4a","2022-08-25T19:30:33.797084352Z","3.9882","250822","0.9",47.7681083,8.9964771,"8","193031.41"
"32","eui-70b3d57ed0044a4b","2022-08-25T19:26:02.925498184Z","3.9638","250822","1.1",47.7680168,8.9964418,"7","192600.93"
