"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a53","2021-12-18T21:25:36.852154651Z","3.7976","181221","5",47.7646789,8.9959716,"5","212534.47"
"2","eui-70b3d57ed0044770","2021-12-18T21:23:36.807973254Z","3.8807","181221","1",47.7680778,8.9964847,"8","212335"
"3","eui-70b3d57ed0044a43","2021-12-18T20:51:36.917878550Z","3.7976","181221","1",47.7680702,8.9964313,"7","205135"
"4","eui-70b3d57ed0044a49","2021-12-18T20:44:25.765366615Z","3.7634","181221","1.6",47.7633705,8.9970569,"5","204423.73"
"5","eui-70b3d57ed0044a36","2021-12-18T20:29:28.899409852Z","3.7047","181221","1.3",47.7680587,8.9960966,"5","202927"
"6","eui-70b3d57ed0044a46","2021-12-18T19:25:21.980835579Z","3.7585","181221","1.2",47.7660064,8.9947929,"8","192520"
"7","eui-70b3d57ed0044770","2021-12-18T19:22:59.632377543Z","3.91","181221","1.3",47.7680931,8.9964637,"7","192257"
"8","eui-70b3d57ed0044a53","2021-12-18T17:25:05.088070614Z","3.8025","181221","1.3",47.7646789,8.9959716,"5","172503"
"9","eui-70b3d57ed0044770","2021-12-18T17:22:22.476250592Z","3.9442","181221","1.1",47.7680778,8.9964704,"6","172219.68"
"10","eui-70b3d57ed0044a43","2021-12-18T16:50:54.507164723Z","3.8856","181221","0.9",47.7681083,8.9964237,"8","165052"
"11","eui-70b3d57ed0044a49","2021-12-18T16:44:04.413651449Z","3.7732","181221","1.6",47.7633705,8.9970569,"6","164401.84"
"12","eui-70b3d57ed0044a46","2021-12-18T15:24:30.136168854Z","3.8074","181221","10",47.7659683,8.994687,"5","152427.4"
"13","eui-70b3d57ed0044770","2021-12-18T15:21:45.483907852Z","3.9833","181221","1",47.7679443,8.9968118,"6","152143"
"14","eui-70b3d57ed0044a43","2021-12-18T14:50:12.907069500Z","3.998","181221","0.9",47.7680015,8.9964714,"5","145010.48"
"15","eui-70b3d57ed0044a53","2021-12-18T13:24:28.142214468Z","3.8367","181221","1.1",47.7648735,8.9960603,"6","132425.47"
"16","eui-70b3d57ed0044770","2021-12-18T13:21:29.746456100Z","4.0469","181221","1",47.7679252,8.9965887,"6","132127.42"
"17","eui-70b3d57ed0044a43","2021-12-18T12:50:07.008008388Z","4.0029","181221","0.9",47.7680015,8.9964714,"8","125005"
"18","eui-70b3d57ed0044a49","2021-12-18T12:43:28.313143519Z","3.7976","181221","5.4",47.7634048,8.9968833,"5","124325.93"
"19","eui-70b3d57ed0044a46","2021-12-18T11:24:08.125057795Z","3.822","181221","1.3",47.7659683,8.994687,"6","112406.13"
"20","eui-70b3d57ed0044770","2021-12-18T11:21:13.347904524Z","4.0224","181221","1",47.7679252,8.9965887,"6","112111.37"
