"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4a","2022-09-29T11:24:32.423372943Z","3.9198","290922","1.1",47.7680778,8.996438,"8","112430.58"
"2","eui-70b3d57ed0044a4a","2022-09-29T07:24:06.607507906Z","3.7927","290922","0.9",47.7680511,8.9964952,"9","72404"
"3","eui-70b3d57ed0044a4a","2022-09-29T03:23:35.519633165Z","3.7585","290922","1",47.7680015,8.9964103,"9","32333"
"4","eui-70b3d57ed0044a4b","2022-09-29T01:12:34.645103663Z","3.6754","290922","0.9",47.7679977,8.9965333,"9","11231.25"
"5","eui-70b3d57ed0044a4a","2022-09-28T23:23:04.439230791Z","3.7976","280922","1.2",47.7680168,8.9965801,"7","232302.04"
"6","eui-70b3d57ed0044a4b","2022-09-28T21:12:03.625491756Z","3.7096","280922","0.9",47.7681388,8.9965047,"8","211201.23"
"7","eui-70b3d57ed0044a4e","2022-09-28T20:10:36.217505849Z","3.6363","280922","1.4",47.7681121,8.9963283,"6","201034"
"8","eui-70b3d57ed0044a4a","2022-09-28T19:22:33.355291911Z","3.7927","280922","0.9",47.7681083,8.9964532,"8","192230.96"
"9","eui-70b3d57ed0044a4b","2022-09-28T17:11:32.612166858Z","3.6901","280922","1.2",47.7680892,8.9964599,"7","171130.21"
"10","eui-70b3d57ed0044a4a","2022-09-28T15:22:02.277917820Z","3.822","280922","0.9",47.7680778,8.9964704,"5","152159.89"
"11","eui-70b3d57ed0044a35","2022-09-28T15:11:09.215371691Z","3.4066","999","23.1",9.99e-05,9.99e-05,"231","9.99"
