"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4b","2022-09-21T20:50:57.554115192Z","3.7976","210922","0.9",47.7680358,8.9965219,"8","205054.96"
"2","eui-70b3d57ed0044a4a","2022-09-21T17:00:07.307071135Z","3.9247","210922","1.3",47.768032,8.9963836,"6","170005"
"3","eui-70b3d57ed0044a4b","2022-09-21T16:50:20.778097543Z","3.8807","210922","1.8",47.7681083,8.9964246,"5","165019"
"4","eui-70b3d57ed0044a35","2022-09-21T15:09:53.448521074Z","3.6021","210922","1.9",47.7681121,8.9964685,"6","150951"
"5","eui-70b3d57ed0044a4a","2022-09-21T14:59:30.913388383Z","3.998","210922","1.2",47.7678527,8.9961833,"5","145929"
"6","eui-70b3d57ed0044a4b","2022-09-21T14:50:05.427679194Z","3.954","210922","0.9",47.7680816,8.9964065,"9","145002.03"
"7","eui-70b3d57ed0044a4a","2022-09-21T12:59:05.122520883Z","4.0566","210922","1.2",47.7678871,8.9964866,"6","125902.73"
"8","eui-70b3d57ed0044a4a","2022-09-21T10:58:59.344942667Z","4.042","210922","1.1",47.7680778,8.996458,"7","105857"
"9","eui-70b3d57ed0044a4b","2022-09-21T10:49:34.346401063Z","3.9491","210922","0.8",47.7680969,8.996397,"9","104932.08"
"10","eui-70b3d57ed0044a4a","2022-09-21T08:58:22.559423084Z","4.0273","210922","1",47.7680816,8.9965534,"5","85820.77"
"11","eui-70b3d57ed0044a4b","2022-09-21T06:49:08.672117925Z","3.8563","210922","0.8",47.7681159,8.9965152,"5","64906.34"
"12","eui-70b3d57ed0044a4a","2022-09-21T04:58:07.145396685Z","3.7292","210922","1",47.7680816,8.9965534,"8","45805"
"13","eui-70b3d57ed0044a4b","2022-09-21T02:49:03.624073608Z","3.7438","210922","0.8",47.7681159,8.9965152,"9","24901.23"
"14","eui-70b3d57ed0044a4a","2022-09-21T00:57:36.026951601Z","3.7829","210922","1",47.7680397,8.996478,"9","5734"
"15","eui-70b3d57ed0044a4e","2022-09-21T00:00:05.136404156Z","3.6656","210922","1.2",47.7680625,8.9965019,"8","3"
"16","eui-70b3d57ed0044a4b","2022-09-20T22:48:32.589999094Z","3.7927","200922","0.9",47.7680854,8.9964799,"9","224830.19"
