"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a42","2022-10-07T20:19:33.566652040Z","4.086","71022","1.9",47.7685585,8.9963932,"5","201931"
"2","eui-70b3d57ed0044a4e","2022-10-07T20:17:36.807383159Z","3.6314","71022","1.2",47.7680702,8.9964866,"7","201735"
"3","eui-70b3d57ed0044a4a","2022-10-07T19:51:35.879874824Z","3.8905","71022","1",47.7680931,8.9965181,"7","195134"
"4","eui-70b3d57ed0044a42","2022-10-07T18:19:12.924847025Z","4.1153","71022","1.1",47.7675933,8.996315,"5","181910.54"
"5","eui-70b3d57ed0044a4a","2022-10-07T17:51:10.064265976Z","3.9687","71022","2.4",47.7679634,8.9967098,"5","175107.69"
"6","eui-70b3d57ed0044a4b","2022-10-07T17:23:33.410007152Z","3.7047","71022","0.9",47.7680435,8.996478,"9","172331.01"
"7","eui-70b3d57ed0044a42","2022-10-07T16:19:07.718868642Z","4.1202","71022","1.1",47.7675933,8.996315,"5","161906"
"8","eui-70b3d57ed0044a4a","2022-10-07T15:51:05.057468751Z","3.9882","71022","1.4",47.7680435,8.9963569,"6","155103"
"9","eui-70b3d57ed0044a42","2022-10-07T14:18:41.926559747Z","4.1348","71022","1.5",47.7680816,8.9963951,"6","141839.52"
"10","eui-70b3d57ed0044a4a","2022-10-07T13:50:34.064817195Z","4.0224","71022","1",47.7681198,8.9964046,"8","135032"
"11","eui-70b3d57ed0044a4b","2022-10-07T13:23:02.287790827Z","3.7438","71022","1",47.7681236,8.9964132,"8","132300.3"
"12","eui-70b3d57ed0044a42","2022-10-07T12:18:36.957408526Z","4.0664","71022","1.5",47.7680816,8.9963951,"6","121835"
"13","eui-70b3d57ed0044a4a","2022-10-07T11:50:02.675145520Z","3.9784","71022","1.2",47.7679901,8.9965066,"6","115000.68"
"14","eui-70b3d57ed0044a42","2022-10-07T10:18:05.857382535Z","4.0175","71022","1.1",47.7681159,8.9964132,"7","101804"
"15","eui-70b3d57ed0044a4a","2022-10-07T09:49:42.072246624Z","3.9589","71022","1.1",47.7680931,8.996437,"5","94939.73"
"16","eui-70b3d57ed0044a4b","2022-10-07T09:22:36.594129917Z","3.7292","71022","0.9",47.7681083,8.9965095,"9","92234"
"17","eui-70b3d57ed0044a4a","2022-10-07T05:49:36.472627656Z","3.866","71022","1.1",47.7680931,8.996437,"8","54934"
"18","eui-70b3d57ed0044a42","2022-10-07T05:23:18.933292496Z","3.954","71022","2",47.7681121,8.9963884,"5","52317"
"19","eui-70b3d57ed0044a4b","2022-10-07T05:22:05.651365546Z","3.6999","71022","0.9",47.7680854,8.9964447,"9","52204"
"20","eui-70b3d57ed0044a42","2022-10-07T03:23:02.789975648Z","3.9638","71022","1.4",47.7681045,8.9965248,"6","32300.59"
"21","eui-70b3d57ed0044a4a","2022-10-07T01:48:54.633306504Z","3.866","71022","1.5",47.7680397,8.9966154,"5","14852.64"
"22","eui-70b3d57ed0044a4a","2022-10-06T21:48:33.172937042Z","3.8856","61022","0.9",47.7680282,8.9964799,"8","214830.58"
