"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4b","2022-07-18T19:15:49.684980003Z","4.0127","180722","1.2",47.7653732,8.9971866,"5","191547.47"
"2","eui-70b3d57ed0044a4a","2022-07-18T19:12:30.403837023Z","4.0224","180722","1.3",47.768013,8.9965133,"5","191228"
"3","eui-70b3d57ed0044a4e","2022-07-18T18:40:28.019633001Z","4.0957","180722","1.1",47.7680892,8.9964818,"7","184026"
"4","eui-70b3d57ed0044a35","2022-07-18T18:21:50.070478903Z","3.9931","180722","1.4",47.768013,8.9965763,"6","182148.08"
"5","eui-70b3d57ed0044a4b","2022-07-18T17:15:23.961770894Z","4.0713","180722","1.8",47.7681427,8.9965534,"6","171521.55"
"6","eui-70b3d57ed0044a4a","2022-07-18T17:12:09.845633545Z","4.0762","180722","1.1",47.7677154,8.9965715,"6","171207.45"
"7","eui-70b3d57ed0044a4e","2022-07-18T16:39:51.902499604Z","4.1495","180722","1.3",47.7681388,8.9968118,"6","163949.51"
"8","eui-70b3d57ed0044a35","2022-07-18T16:21:28.696952750Z","4.0371","180722","1",47.7680931,8.9964771,"7","162126.12"
"9","eui-70b3d57ed0044a4b","2022-07-18T15:15:18.629893246Z","4.0615","180722","1.5",47.7677536,8.9953813,"5","151516"
"10","eui-70b3d57ed0044a4a","2022-07-18T15:12:04.664548999Z","4.0713","180722","1.2",47.7680816,8.9964866,"7","151203"
"11","eui-70b3d57ed0044a4e","2022-07-18T14:39:46.164044694Z","4.1495","180722","1.3",47.7681388,8.9968118,"6","143943.59"
"12","eui-70b3d57ed0044a35","2022-07-18T14:21:18.291959631Z","4.0322","180722","1",47.7680931,8.9964771,"6","142116.1"
"13","eui-70b3d57ed0044a4b","2022-07-18T13:14:57.455290315Z","4.0469","180722","1",47.7680816,8.9964666,"5","131455.67"
"14","eui-70b3d57ed0044a4a","2022-07-18T13:11:38.814985772Z","4.0713","180722","1.2",47.7681388,8.996335,"7","131136.44"
"15","eui-70b3d57ed0044a4e","2022-07-18T12:39:35.997848362Z","4.1446","180722","1.3",47.7681388,8.9968118,"5","123933.7"
"16","eui-70b3d57ed0044a35","2022-07-18T12:20:52.423357375Z","4.0224","180722","1",47.7680931,8.9964771,"5","122050.11"
"17","eui-70b3d57ed0044a4b","2022-07-18T11:14:42.073919910Z","4.0566","180722","1",47.7680816,8.9964666,"7","111439.65"
"18","eui-70b3d57ed0044a4a","2022-07-18T11:11:33.560929698Z","4.0615","180722","1.2",47.7681388,8.996335,"7","111131.38"
"19","eui-70b3d57ed0044a4e","2022-07-18T10:39:30.204951149Z","4.13","180722","1.3",47.7681388,8.9968118,"5","103927.31"
"20","eui-70b3d57ed0044a35","2022-07-18T10:20:46.543883086Z","3.9931","180722","1",47.7680931,8.9964771,"5","102043.97"
"21","eui-70b3d57ed0044a4b","2022-07-18T09:14:36.299230935Z","4.0224","180722","1",47.7680816,8.9964666,"8","91434"
"22","eui-70b3d57ed0044a4a","2022-07-18T09:11:07.708162995Z","4.0762","180722","0.9",47.768074,8.9964532,"5","91105.29"
"23","eui-70b3d57ed0044a4e","2022-07-18T08:39:19.436800957Z","4.1251","180722","1.3",47.7681388,8.9968118,"6","83917"
"24","eui-70b3d57ed0044a35","2022-07-18T08:20:35.500586870Z","3.954","180722","1",47.7680931,8.9964771,"8","82033"
"25","eui-70b3d57ed0044a4b","2022-07-18T07:13:59.943087837Z","4.0175","180722","0.8",47.7681007,8.9964866,"5","71357.96"
"26","eui-70b3d57ed0044a4e","2022-07-18T06:39:03.718242356Z","4.0762","180722","1.7",47.7681808,8.9963531,"5","63902"
"27","eui-70b3d57ed0044a4a","2022-07-18T05:11:02.553464204Z","3.9002","180722","0.9",47.768074,8.9964532,"8","51100.37"
"28","eui-70b3d57ed0044a4e","2022-07-18T04:38:16.776993804Z","4.0078","180722","1.3",47.7678756,8.9966411,"5","43815"
"29","eui-70b3d57ed0044a35","2022-07-18T04:19:59.165923241Z","3.8416","180722","1.1",47.7681694,8.9965419,"6","41957.08"
"30","eui-70b3d57ed0044a4b","2022-07-18T03:13:34.291929983Z","3.9149","180722","0.8",47.7681007,8.9964866,"10","31331.1"
"31","eui-70b3d57ed0044a4e","2022-07-18T02:37:56.028088963Z","4.0127","180722","1.3",47.7678756,8.9966411,"6","23754"
"32","eui-70b3d57ed0044a4a","2022-07-18T01:10:36.009773313Z","3.91","180722","0.8",47.7681541,8.9964218,"10","11034"
"33","eui-70b3d57ed0044a4e","2022-07-18T00:37:30.273552950Z","4.0615","180722","1.1",47.768074,8.9964637,"7","3727.89"
"34","eui-70b3d57ed0044a35","2022-07-18T00:19:32.631901670Z","3.8709","180722","1.3",47.7680892,8.9964303,"6","1930.25"
"35","eui-70b3d57ed0044a4b","2022-07-17T23:13:03.216655338Z","3.9442","170722","0.7",47.7681579,8.9965763,"11","231301.23"
"36","eui-70b3d57ed0044a4a","2022-07-17T23:09:59.838333262Z","3.9833","170722","2.2",47.7679481,8.9967279,"5","230957.49"
"37","eui-70b3d57ed0044a4e","2022-07-17T22:37:24.746878147Z","4.0469","170722","1.1",47.768074,8.9964637,"8","223723"
"38","eui-70b3d57ed0044770","2022-07-17T21:13:06.024255229Z","3.6265","170722","1.5",47.7722854,9.0452566,"6","211304"
"39","eui-70b3d57ed0044a4b","2022-07-17T21:12:37.491365346Z","3.9833","170722","1.7",47.768177,8.9963712,"5","211235.51"
"40","eui-70b3d57ed0044a4a","2022-07-17T21:09:54.286615443Z","3.9638","170722","1",47.7680778,8.9964218,"8","210952"
"41","eui-70b3d57ed0044a4e","2022-07-17T20:36:43.418479953Z","4.1006","170722","0.9",47.7681083,8.9964399,"9","203641.04"
"42","eui-70b3d57ed0044a35","2022-07-17T20:18:55.925186438Z","3.9198","170722","1.4",47.7681159,8.996375,"7","201854"
