"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044770","2022-07-05T20:35:56.989459239Z","3.7096","50722","3.4",47.7725334,9.0462198,"7","203554.18"
"2","eui-70b3d57ed0044a4b","2022-07-05T20:31:14.900243504Z","4.0127","50722","1.1",47.7682342,8.9963245,"8","203112.8"
"3","eui-70b3d57ed0044a4a","2022-07-05T20:25:08.332679120Z","4.0224","50722","1",47.768238,8.9963111,"8","202505.94"
"4","eui-70b3d57ed0044a4e","2022-07-05T19:54:04.218802664Z","4.0713","50722","1.1",47.7680969,8.9963455,"8","195401.83"
"5","eui-70b3d57ed0044a4b","2022-07-05T18:31:04.568543775Z","4.0029","50722","0.9",47.768074,8.9964351,"9","183101.37"
"6","eui-70b3d57ed0044a4a","2022-07-05T18:25:03.164908297Z","4.0078","50722","0.9",47.7680778,8.9964904,"8","182500.98"
"7","eui-70b3d57ed0044a4e","2022-07-05T17:53:33.076973443Z","4.086","50722","1.3",47.7680892,8.9965133,"6","175331"
"8","eui-70b3d57ed0044a35","2022-07-05T17:40:26.773221067Z","3.8269","50722","1.2",47.7681579,8.9965553,"6","174024.8"
"9","eui-70b3d57ed0044770","2022-07-05T16:35:46.566495587Z","3.7194","50722","3.4",47.7725334,9.0462198,"6","163544.2"
"10","eui-70b3d57ed0044a4b","2022-07-05T16:30:38.829304387Z","4.0664","50722","1.7",47.768135,8.9963397,"5","163036.44"
"11","eui-70b3d57ed0044a4a","2022-07-05T16:24:37.381770504Z","4.0566","50722","1.2",47.7682991,8.9964771,"7","162435.23"
"12","eui-70b3d57ed0044a4e","2022-07-05T15:53:06.540731310Z","4.13","50722","1",47.7680816,8.9964904,"8","155304"
"13","eui-70b3d57ed0044a4b","2022-07-05T14:30:33.679665172Z","4.0518","50722","0.9",47.7680397,8.9965095,"9","143031.68"
"14","eui-70b3d57ed0044a4a","2022-07-05T14:24:32.164653716Z","4.0664","50722","0.9",47.7680969,8.9964532,"9","142430.17"
"15","eui-70b3d57ed0044a4e","2022-07-05T13:52:30.358925678Z","4.1446","50722","1",47.7679901,8.996705,"5","135227.98"
"16","eui-70b3d57ed0044a35","2022-07-05T13:40:06.125128965Z","3.8465","50722","1.2",47.7681579,8.9965553,"7","134004"
"17","eui-70b3d57ed0044a4b","2022-07-05T12:30:07.908552997Z","4.0762","50722","1.1",47.7680931,8.9965152,"6","123005.34"
"18","eui-70b3d57ed0044a4a","2022-07-05T12:24:06.339862829Z","4.0713","50722","1.4",47.7680892,8.9964551,"5","122404.18"
"19","eui-70b3d57ed0044a4e","2022-07-05T11:52:24.616800088Z","4.1153","50722","1",47.7679901,8.996705,"5","115222.04"
"20","eui-70b3d57ed0044a4b","2022-07-05T10:30:02.752254683Z","4.0518","50722","1.1",47.7680931,8.9965152,"7","103000.55"
"21","eui-70b3d57ed0044a4a","2022-07-05T10:24:00.716567960Z","4.0566","50722","1.4",47.7680892,8.9964551,"6","102359"
"22","eui-70b3d57ed0044a4e","2022-07-05T09:52:14.042522726Z","4.13","50722","1",47.7679901,8.996705,"7","95212"
"23","eui-70b3d57ed0044a35","2022-07-05T09:39:34.484955573Z","3.8318","50722","1.3",47.7680931,8.9965095,"6","93931.09"
"24","eui-70b3d57ed0044770","2022-07-05T08:35:04.415295168Z","3.6999","50722","0.9",47.7725334,9.0462198,"7","83501.05"
"25","eui-70b3d57ed0044a4a","2022-07-05T08:23:19.079309234Z","4.0713","50722","0.8",47.7680702,8.9965,"5","82316.89"
"26","eui-70b3d57ed0044a4e","2022-07-05T07:51:52.676998725Z","4.1104","50722","0.9",47.7680892,8.9964103,"8","75149.09"
"27","eui-70b3d57ed0044a4b","2022-07-05T06:29:37.036772210Z","3.9345","50722","0.8",47.7680549,8.9965,"10","62935"
"28","eui-70b3d57ed0044a4e","2022-07-05T05:51:16.533688011Z","4.0615","50722","1",47.7680702,8.9965419,"7","55114.17"
"29","eui-70b3d57ed0044a35","2022-07-05T05:38:52.441709411Z","3.7487","50722","1",47.7686157,8.99615,"9","53850.3"
"30","eui-70b3d57ed0044770","2022-07-05T04:34:11.812520633Z","3.695","50722","1.6",47.7724609,9.0457353,"6","43410"
"31","eui-70b3d57ed0044a4a","2022-07-05T04:22:52.505274448Z","3.9296","50722","0.8",47.7680702,8.9965,"10","42249.92"
"32","eui-70b3d57ed0044a4e","2022-07-05T03:51:11.578339252Z","4.0615","50722","1",47.7680702,8.9965419,"6","35109.23"
"33","eui-70b3d57ed0044a4b","2022-07-05T02:29:05.529977934Z","3.9149","50722","0.9",47.7680931,8.9965219,"9","22903"
"34","eui-70b3d57ed0044a4a","2022-07-05T02:22:15.527050627Z","3.9687","50722","1.1",47.7680778,8.9964179,"5","22212.93"
"35","eui-70b3d57ed0044a4e","2022-07-05T01:51:06.426923194Z","4.042","50722","1",47.7680702,8.9965419,"8","15104"
"36","eui-70b3d57ed0044a35","2022-07-05T01:38:36.491032035Z","3.7732","50722","1",47.7684593,8.9960317,"8","13833.3"
"37","eui-70b3d57ed0044770","2022-07-05T00:33:34.816539590Z","3.695","50722","0.8",47.7723617,9.0451679,"9","3333"
"38","eui-70b3d57ed0044a4e","2022-07-04T23:50:39.877238414Z","4.0518","40722","0.9",47.7681083,8.996417,"6","235037.3"
"39","eui-70b3d57ed0044a4b","2022-07-04T22:28:23.667678806Z","3.9198","40722","1.1",47.7680053,8.9963979,"7","222822"
"40","eui-70b3d57ed0044a4a","2022-07-04T22:22:04.551104275Z","3.9393","40722","1.1",47.7680778,8.9964179,"7","222201.96"
"41","eui-70b3d57ed0044a4e","2022-07-04T21:50:29.716587331Z","4.0762","40722","0.9",47.7681083,8.996417,"8","215027.34"
"42","eui-70b3d57ed0044a35","2022-07-04T21:38:20.735571695Z","3.7683","40722","1.2",47.7684745,8.9967079,"8","213818.3"
