"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4a","2022-08-12T20:45:32.213786948Z","3.9638","120822","1.2",47.7680702,8.9965085,"7","204530.22"
"2","eui-70b3d57ed0044a4b","2022-08-12T20:44:32.324858414Z","3.9687","120822","1.5",47.767971,8.9965085,"6","204430.54"
"3","eui-70b3d57ed0044a4e","2022-08-12T20:07:35.991163030Z","4.0566","120822","1",47.7680778,8.9963932,"7","200734"
"4","eui-70b3d57ed0044a4a","2022-08-12T18:45:11.658170270Z","4.0322","120822","1",47.768074,8.9964828,"9","184509.28"
"5","eui-70b3d57ed0044a4b","2022-08-12T18:44:11.808488193Z","4.0127","120822","1",47.7680816,8.9964504,"6","184409.62"
"6","eui-70b3d57ed0044a4e","2022-08-12T18:07:10.275171640Z","4.1202","120822","0.8",47.7680969,8.9965133,"8","180707.86"
"7","eui-70b3d57ed0044a35","2022-08-12T17:49:26.244189172Z","3.8807","120822","1",47.7681465,8.9965295,"10","174924.09"
"8","eui-70b3d57ed0044a4a","2022-08-12T16:45:06.721133467Z","4.0273","120822","1",47.768074,8.9964828,"7","164505"
"9","eui-70b3d57ed0044a4b","2022-08-12T16:44:06.698964906Z","4.0273","120822","1",47.7680816,8.9964504,"8","164405"
"10","eui-70b3d57ed0044a4e","2022-08-12T16:07:04.559824210Z","4.13","120822","0.8",47.7680969,8.9965133,"6","160701.99"
"11","eui-70b3d57ed0044a4a","2022-08-12T14:44:35.724470003Z","4.086","120822","1.8",47.768238,8.995737,"5","144433.35"
"12","eui-70b3d57ed0044a4b","2022-08-12T14:43:40.979386431Z","4.0713","120822","0.9",47.7680282,8.9965353,"7","144338.75"
"13","eui-70b3d57ed0044a4e","2022-08-12T14:06:54.437135854Z","4.1495","120822","0.8",47.7680969,8.9965133,"6","140651.98"
"14","eui-70b3d57ed0044a35","2022-08-12T13:49:05.713893342Z","3.9002","120822","1",47.7674331,8.9963102,"7","134902.3"
"15","eui-70b3d57ed0044a4a","2022-08-12T12:44:30.327317665Z","4.0566","120822","1.8",47.768238,8.995737,"5","124428.34"
"16","eui-70b3d57ed0044a4b","2022-08-12T12:43:35.439428602Z","4.0029","120822","0.9",47.7680282,8.9965353,"8","124333"
"17","eui-70b3d57ed0044a4e","2022-08-12T12:06:48.901731655Z","4.1348","120822","0.8",47.7680969,8.9965133,"9","120647"
"18","eui-70b3d57ed0044a4a","2022-08-12T10:44:09.727764947Z","4.0762","120822","1.1",47.7681159,8.9965085,"7","104407.37"
"19","eui-70b3d57ed0044a4b","2022-08-12T10:42:53.495040774Z","4.0224","120822","1",47.7676963,8.9959831,"5","104251"
"20","eui-70b3d57ed0044a4e","2022-08-12T10:06:33.367604701Z","4.13","120822","1.2",47.7680397,8.9964466,"6","100630.3"
"21","eui-70b3d57ed0044a35","2022-08-12T09:48:08.686231296Z","3.8758","120822","0.9",47.7681961,8.9965267,"7","94806.31"
"22","eui-70b3d57ed0044a4a","2022-08-12T08:44:04.740249584Z","4.0518","120822","1.1",47.7681159,8.9965085,"7","84403"
"23","eui-70b3d57ed0044a4b","2022-08-12T08:42:38.153430780Z","4.0566","120822","1.2",47.7680435,8.9963998,"6","84236.07"
"24","eui-70b3d57ed0044a4e","2022-08-12T08:06:07.426570113Z","4.0909","120822","1.9",47.7680854,8.9964933,"5","80605.31"
"25","eui-70b3d57ed0044a4b","2022-08-12T06:42:33.232934795Z","3.9589","120822","1.2",47.7680435,8.9963998,"7","64230.84"
"26","eui-70b3d57ed0044a4e","2022-08-12T06:05:14.909225333Z","4.0566","120822","1.9",47.7680854,8.9964933,"5","60512.24"
"27","eui-70b3d57ed0044a35","2022-08-12T05:48:02.932457281Z","3.7536","120822","0.9",47.7681961,8.9965267,"8","54800.85"
"28","eui-70b3d57ed0044a4a","2022-08-12T04:43:33.809400242Z","3.9002","120822","1.1",47.7680435,8.9964933,"7","44331.41"
"29","eui-70b3d57ed0044a4e","2022-08-12T04:05:04.764729606Z","4.0078","120822","1.9",47.7680854,8.9964933,"6","40503"
"30","eui-70b3d57ed0044a4b","2022-08-12T02:42:02.165461778Z","3.8758","120822","1",47.7680854,8.9964885,"9","24200.18"
"31","eui-70b3d57ed0044a4e","2022-08-12T02:04:33.618038446Z","4.0566","120822","1.1",47.7680816,8.9964752,"7","20431.3"
"32","eui-70b3d57ed0044a35","2022-08-12T01:47:26.398734574Z","3.7927","120822","0.9",47.7681083,8.9964752,"9","14724"
"33","eui-70b3d57ed0044a4a","2022-08-12T00:43:02.459923366Z","3.9247","120822","0.8",47.7681274,8.9965419,"9","4300.47"
"34","eui-70b3d57ed0044a4e","2022-08-12T00:04:07.483160062Z","4.0518","120822","1.5",47.7681732,8.996375,"5","405.51"
"35","eui-70b3d57ed0044a4a","2022-08-11T22:42:41.899493020Z","3.9931","110822","1",47.7680625,8.9964399,"7","224239.52"
"36","eui-70b3d57ed0044a4b","2022-08-11T22:41:35.715709398Z","3.9296","110822","1",47.768013,8.9964962,"8","224134"
"37","eui-70b3d57ed0044a4e","2022-08-11T22:03:46.955169379Z","4.1055","110822","1.5",47.7681732,8.996375,"7","220344.55"
"38","eui-70b3d57ed0044a35","2022-08-11T21:47:05.291623628Z","3.8416","110822","1.3",47.7685165,8.9968967,"6","214702.58"
