"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a49","2022-05-11T18:43:14.146483570Z","3.9638","110522","6.4",47.768505,8.9994735,"7","184311.37"
"2","eui-70b3d57ed0044770","2022-05-11T17:45:36.693201640Z","3.8563","110522","1.4",47.7721557,9.0444202,"6","174534.52"
"3","eui-70b3d57ed0044a4b","2022-05-11T17:25:11.084878011Z","4.0078","110522","1.3",47.7524719,9.0444087,"5","172508.96"
"4","eui-70b3d57ed0044a4a","2022-05-11T17:01:55.180327559Z","4.0518","110522","1.2",47.7539138,9.0622653,"5","170153"
"5","eui-70b3d57ed0044a49","2022-05-11T16:42:58.007333571Z","3.9736","110522","6.4",47.768505,8.9994735,"5","164255.4"
"6","eui-70b3d57ed0044770","2022-05-11T15:45:15.477800218Z","3.8465","110522","1.4",47.7721557,9.0444202,"7","154513"
"7","eui-70b3d57ed0044a4b","2022-05-11T15:25:05.943437918Z","3.9931","110522","1.3",47.7524719,9.0444087,"6","152504"
"8","eui-70b3d57ed0044a35","2022-05-11T15:13:28.734395098Z","3.651","110522","1.1",47.7680816,8.9963455,"5","151327.09"
"9","eui-70b3d57ed0044a4e","2022-05-11T15:04:00.132366339Z","3.9247","110522","1.3",47.7567787,9.0417232,"5","150357.96"
"10","eui-70b3d57ed0044a4a","2022-05-11T15:01:39.765252800Z","4.0811","110522","1.6",47.7534141,9.0630798,"5","150137.43"
"11","eui-70b3d57ed0044a43","2022-05-11T14:59:36.988276752Z","4.042","110522","1.5",47.7061424,8.9633951,"5","145935"
"12","eui-70b3d57ed0044a49","2022-05-11T14:42:47.055789991Z","3.9736","110522","6.4",47.768505,8.9994735,"5","144244.4"
"13","eui-70b3d57ed0044770","2022-05-11T13:44:59.478717301Z","3.8563","110522","1.4",47.7721557,9.0444202,"6","134456.5"
"14","eui-70b3d57ed0044a4b","2022-05-11T13:24:40.169460509Z","4.0175","110522","0.8",47.7524223,9.0444478,"6","132437.94"
"15","eui-70b3d57ed0044a4a","2022-05-11T13:01:34.751626965Z","4.0078","110522","1.1",47.7534637,9.0631818,"8","130133"
"16","eui-70b3d57ed0044a43","2022-05-11T12:58:54.792146385Z","4.0615","110522","1.2",47.7066345,8.9634666,"5","125853"
"17","eui-70b3d57ed0044a49","2022-05-11T12:42:36.094082Z","3.954","110522","6.4",47.768505,8.9994735,"6","124234"
"18","eui-70b3d57ed0044770","2022-05-11T11:44:43.292770234Z","3.8514","110522","1.2",47.772911,9.0446567,"7","114440.43"
"19","eui-70b3d57ed0044a4e","2022-05-11T11:03:34.456694645Z","3.9247","110522","1.3",47.7567787,9.0417232,"5","110332"
"20","eui-70b3d57ed0044a43","2022-05-11T10:58:17.793872459Z","4.0762","110522","1.5",47.7062568,8.9634618,"5","105815.2"
"21","eui-70b3d57ed0044a49","2022-05-11T10:41:59.747249566Z","3.9638","110522","1.1",47.768505,8.9994735,"5","104157.57"
"22","eui-70b3d57ed0044770","2022-05-11T09:44:32.467073334Z","3.8563","110522","1",47.7724266,9.0459632,"6","94430.49"
"23","eui-70b3d57ed0044a4a","2022-05-11T09:01:03.557950721Z","3.8611","110522","1.2",47.763195,9.0341215,"5","90101.36"
"24","eui-70b3d57ed0044a43","2022-05-11T08:58:06.780202716Z","4.0762","110522","0.7",47.7061805,8.9633646,"10","85805"
"25","eui-70b3d57ed0044770","2022-05-11T07:44:16.668067892Z","3.8514","110522","1",47.7724266,9.0459632,"6","74414"
"26","eui-70b3d57ed0044a4b","2022-05-11T07:24:04.331512842Z","3.91","110522","0.8",47.7589302,9.0369749,"9","72401.92"
"27","eui-70b3d57ed0044a43","2022-05-11T06:57:29.779668835Z","4.0762","110522","1.5",47.7062263,8.9632234,"5","65728"
"28","eui-70b3d57ed0044a49","2022-05-11T06:41:33.862404099Z","3.9491","110522","1.1",47.768505,8.9994735,"6","64131.68"
"29","eui-70b3d57ed0044770","2022-05-11T05:43:55.466702964Z","3.8514","110522","0.8",47.7721939,9.0446519,"8","54353"
"30","eui-70b3d57ed0044a4a","2022-05-11T05:00:36.960288759Z","3.822","110522","1.1",47.7633285,9.0342531,"6","50034.37"
"31","eui-70b3d57ed0044a43","2022-05-11T04:56:52.795226292Z","4.0175","110522","1.3",47.7059631,8.9634799,"5","45651"
"32","eui-70b3d57ed0044770","2022-05-11T03:43:13.471526350Z","3.8563","110522","0.8",47.7723197,9.0452938,"6","34311.5"
"33","eui-70b3d57ed0044a4b","2022-05-11T03:23:33.409365558Z","3.8611","110522","1.1",47.7590904,9.0374031,"7","32331"
"34","eui-70b3d57ed0044a43","2022-05-11T02:56:15.944586011Z","4.0127","110522","1.1",47.7061576,8.963293,"6","25614.14"
"35","eui-70b3d57ed0044a49","2022-05-11T02:41:07.398287327Z","3.9393","110522","1.1",47.768505,8.9994735,"8","24105"
"36","eui-70b3d57ed0044770","2022-05-11T01:42:57.073482433Z","3.8563","110522","0.8",47.7723197,9.0452938,"6","14254.53"
"37","eui-70b3d57ed0044a4a","2022-05-11T00:59:59.946702975Z","3.8416","110522","1.4",47.7624168,9.0344915,"5","5958"
"38","eui-70b3d57ed0044a43","2022-05-11T00:55:59.915259673Z","4.0273","110522","0.9",47.7061653,8.9633131,"9","5558"
"39","eui-70b3d57ed0044a49","2022-05-11T00:40:30.642101464Z","3.954","110522","1.1",47.768505,8.9994735,"6","4027.88"
"40","eui-70b3d57ed0044770","2022-05-10T23:42:51.270793780Z","3.8563","100522","0.8",47.7723197,9.0452938,"9","234248.51"
"41","eui-70b3d57ed0044a4b","2022-05-10T23:23:02.472988314Z","3.91","100522","1",47.758213,9.0356969,"6","232300.09"
"42","eui-70b3d57ed0044a43","2022-05-10T22:55:17.699562085Z","4.0518","100522","1.4",47.7061958,8.9628715,"5","225515"
"43","eui-70b3d57ed0044a49","2022-05-10T22:40:14.535552833Z","3.954","100522","1.1",47.768505,8.9994735,"5","224011.96"
"44","eui-70b3d57ed0044770","2022-05-10T21:42:14.074450500Z","3.8563","100522","1.1",47.7724876,9.045823,"6","214211.51"
"45","eui-70b3d57ed0044a4a","2022-05-10T20:59:23.765033182Z","3.8758","100522","1.1",47.7624893,9.0328102,"6","205922"
"46","eui-70b3d57ed0044a43","2022-05-10T20:55:07.285075052Z","4.0615","100522","1.1",47.7062759,8.963355,"6","205505"
"47","eui-70b3d57ed0044a49","2022-05-10T20:40:04.383058741Z","3.954","100522","1.1",47.768505,8.9994735,"7","204002"
"48","eui-70b3d57ed0044770","2022-05-10T19:41:42.083183642Z","3.8709","100522","1.1",47.7724876,9.045823,"6","194139.45"
