"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a49","2022-03-29T19:44:07.420399912Z","4.0713","290322","1.4",47.7683563,8.9995136,"5","194405.04"
"2","eui-70b3d57ed0044a4b","2022-03-29T19:00:55.525732030Z","3.9002","290322","1.2",47.7843513,9.0301971,"6","190053"
"3","eui-70b3d57ed0044a4e","2022-03-29T18:45:25.509150945Z","3.998","290322","1.3",47.7684173,8.9961681,"5","184523.72"
"4","eui-70b3d57ed0044a36","2022-03-29T18:21:00.030202709Z","3.9589","290322","7.4",47.7681617,8.995387,"5","182057.64"
"5","eui-70b3d57ed0044770","2022-03-29T18:11:42.717509464Z","3.8269","290322","1",47.7721672,9.0447931,"6","181140.11"
"6","eui-70b3d57ed0044a49","2022-03-29T17:44:02.537828288Z","4.0762","290322","1.4",47.7683563,8.9995136,"8","174400.12"
"7","eui-70b3d57ed0044a4e","2022-03-29T16:45:09.559372597Z","4.0175","290322","1.3",47.7684173,8.9961681,"6","164507.78"
"8","eui-70b3d57ed0044a36","2022-03-29T16:20:28.486048461Z","3.9589","290322","1.4",47.7681617,8.995387,"5","162026.69"
"9","eui-70b3d57ed0044770","2022-03-29T16:11:36.942738157Z","3.822","290322","1",47.7721672,9.0447931,"8","161135"
"10","eui-70b3d57ed0044a35","2022-03-29T15:49:13.051812291Z","3.4261","999","23.1",9.99e-05,9.99e-05,"231","9.99"
"11","eui-70b3d57ed0044a49","2022-03-29T15:43:56.817360103Z","4.0518","290322","1.4",47.7683563,8.9995136,"6","154354.22"
"12","eui-70b3d57ed0044a4b","2022-03-29T15:00:35.031355144Z","3.9296","290322","0.9",47.7844429,9.0307083,"8","150033"
"13","eui-70b3d57ed0044a4e","2022-03-29T14:44:54.026301242Z","4.0371","290322","1.3",47.7684173,8.9961681,"5","144451.84"
"14","eui-70b3d57ed0044a36","2022-03-29T14:19:46.329962702Z","3.9687","290322","1.4",47.7682228,8.9962549,"5","141943.74"
"15","eui-70b3d57ed0044770","2022-03-29T14:10:33.745798579Z","3.8367","290322","0.9",47.7724189,9.0441913,"6","141031.08"
