"","id","message_time","volts","d/m/y","hdop","latitude","longitude","siv","h/m/s/cs"
"1","eui-70b3d57ed0044a4a","2022-09-07T20:14:28.564038840Z","3.9491","70922","1.1",47.7681007,8.9964179,"5","201426"
"2","eui-70b3d57ed0044a4e","2022-09-07T19:32:36.961409953Z","3.9051","70922","0.9",47.7681198,8.9965248,"5","193234.46"
"3","eui-70b3d57ed0044a4a","2022-09-07T18:14:02.379408421Z","3.9687","70922","1.1",47.7680892,8.9963665,"7","181400.38"
"4","eui-70b3d57ed0044a4b","2022-09-07T18:09:12.707445383Z","3.9442","70922","2.4",47.768135,8.9963417,"5","180910.13"
"5","eui-70b3d57ed0044a4a","2022-09-07T16:13:41.800141133Z","4.0615","70922","2.6",47.7684783,8.9962635,"5","161339.45"
"6","eui-70b3d57ed0044a4b","2022-09-07T16:09:02.185421336Z","3.9736","70922","0.9",47.7680931,8.9964399,"9","160900.18"
"7","eui-70b3d57ed0044a4e","2022-09-07T15:32:31.285219413Z","3.9198","70922","0.9",47.7681198,8.9965248,"5","153228.75"
"8","eui-70b3d57ed0044a4a","2022-09-07T14:13:36.613066143Z","4.0713","70922","1.1",47.7681083,8.9964218,"7","141334"
"9","eui-70b3d57ed0044a4b","2022-09-07T14:08:41.632240631Z","4.0224","70922","1",47.7681236,8.9964952,"5","140839.11"
"10","eui-70b3d57ed0044a4a","2022-09-07T12:13:10.793455079Z","4.0762","70922","1.3",47.7677078,8.9964113,"5","121308.35"
"11","eui-70b3d57ed0044a4b","2022-09-07T12:08:35.878111938Z","4.0127","70922","1",47.7681236,8.9964952,"5","120833.55"
"12","eui-70b3d57ed0044a4e","2022-09-07T11:32:20.779724452Z","3.9247","70922","0.9",47.7681198,8.9965248,"5","113218.8"
"13","eui-70b3d57ed0044a4a","2022-09-07T10:13:05.778751069Z","4.0371","70922","1",47.7681388,8.9964313,"9","101304"
"14","eui-70b3d57ed0044a4b","2022-09-07T10:08:25.313824988Z","3.9784","70922","1",47.7681236,8.9964952,"5","100823.32"
"15","eui-70b3d57ed0044a4e","2022-09-07T07:31:59.678435673Z","3.8807","70922","0.9",47.7681198,8.9965248,"9","73157"
"16","eui-70b3d57ed0044a4a","2022-09-07T06:12:33.998374575Z","3.9393","70922","1.1",47.7681198,8.996437,"7","61231.4"
"17","eui-70b3d57ed0044a4b","2022-09-07T06:08:04.829571108Z","3.8563","70922","1",47.7681236,8.9964952,"8","60803"
"18","eui-70b3d57ed0044a4e","2022-09-07T03:31:17.972362161Z","3.8172","70922","1",47.7680625,8.9965,"5","33116.09"
"19","eui-70b3d57ed0044a4a","2022-09-07T02:11:57.016851089Z","3.91","70922","1.3",47.7681999,8.9963169,"7","21154.42"
"20","eui-70b3d57ed0044a4b","2022-09-07T02:07:33.922987833Z","3.8758","70922","1",47.7680854,8.9965095,"9","20731.73"
"21","eui-70b3d57ed0044a4a","2022-09-07T00:11:20.223430368Z","3.9833","70922","1.2",47.7680931,8.9964933,"5","1118"
"22","eui-70b3d57ed0044a4e","2022-09-06T23:30:56.661697019Z","3.8563","60922","1",47.7680625,8.9965,"7","233054.3"
"23","eui-70b3d57ed0044a4a","2022-09-06T22:11:04.647695923Z","3.9589","60922","1",47.7681007,8.9964647,"7","221103"
"24","eui-70b3d57ed0044a4b","2022-09-06T22:07:02.824743960Z","3.8709","60922","0.9",47.7681083,8.9965362,"9","220700.63"
"25","eui-70b3d57ed0044a35","2022-09-06T21:55:09.606505487Z","3.5679","999","23.1",9.99e-05,9.99e-05,"231","9.99"
