#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321ABEB31
#Date Time: 2019-09-08 21:47:03.736

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
51,2.249112586116041,2.456895689018305,0.09358747892505676,3.643235160989962,4.373235340805129,0.001254092837118986
52,2.248844736466288,2.456629140140491,0.09361651580455845,3.643301224578221,4.373301387226749,0.001192738105292366
53,2.249075734318587,2.456858887105121,0.09358808635532651,3.642707551109394,4.372707862444122,0.001650076722540705
54,2.249154381447292,2.456937680763662,0.09359343148257902,3.642993826657848,4.37299407339193,0.001468990743292646
55,2.249201120312358,2.456984934802966,0.09360784510878041,3.643352008152672,4.373352150235751,0.001114791490139178
56,2.249342235731854,2.457124934652315,0.09358124770300018,3.643503010639796,4.373503106906716,0.000917632290651102
57,2.249032141338683,2.456815770020989,0.09359974795924417,3.643129549131544,4.373129764149454,0.001371351376408728
58,2.249160223805432,2.456944620001281,0.09362233279047477,3.643246845706235,4.373247023401943,0.001246681655582983
59,2.249286508623523,2.457070393274556,0.09361131383514572,3.643001017252551,4.373001264421359,0.00147028587656053
60,2.248665421012831,2.456450399560925,0.09362818158585459,3.642952930150785,4.372953187476746,0.001500182770956453
61,2.248800244662046,2.456585107757243,0.09362772272154377,3.643547502444135,4.373547599768974,0.0009226657196752171
62,2.249432567576821,2.457216456763734,0.0936142161951363,3.643546603619759,4.373546683884779,0.0008379066535247896
63,2.249686036037327,2.457470028591719,0.09362175942630956,3.643586151890252,4.373586237347679,0.0008645885307529817
64,2.249441106407942,2.457225338474944,0.09362337852093269,3.643663450782442,4.373663522451728,0.000791780952186609
65,2.249507169996047,2.457290546240561,0.09360217273891697,3.64345941765988,4.373459528737851,0.0009856934566793932
66,2.249492339394644,2.457276616843384,0.09362554597820257,3.643489528274949,4.373489642760913,0.00100070395751162
67,2.249262240366664,2.457046822744886,0.09362916314185894,3.643234711577841,4.373234893802056,0.001262465802790449
68,2.249492788806804,2.457276972696275,0.09362309897337986,3.643683674329778,4.373683754357632,0.0008366808984127015
69,2.248914395351715,2.456699680895783,0.09364098252682382,3.643676483735208,4.373676544778829,0.0007307342285381226
70,2.249373694583334,2.457159260683342,0.09365709962578835,3.643616262505138,4.373616372439793,0.0009806251684622408
71,2.249313473353357,2.4570987061628,0.09364720709443246,3.643819396803347,4.373819463438801,0.0007634823572160906
